ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
90221-5124,unincorporated,7302026013.0,2013.0,2957.0,7302-026-013,16720 S CUZCO AVE  COMPTON CA  90221,SFR,0100,Residential,Single Family Residence, , ,1.0,1940.0,1944.0,1308.0,2.0,2.0,1.0,20101006.0,135043.0,2011.0,107369.0,2011,242412.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,242412.0,7000.0,235412.0, ,10,10160.0,TRACT # 12068 LOT   54,16720.0, ,S,CUZCO AVE, ,COMPTON CA,90221.0,20137302026013.0,33.88214901,-118.20371054,"(33.88214901, -118.20371054)"
90805-1335,LONG BEACH,7303002046.0,2006.0,5490.0,7303-002-046,6918 BEECHLEY AVE  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1948.0,818.0,2.0,1.0,1.0,20050207.0,248064.0,2005.0,62016.0,2005,310080.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,310080.0,0.0,310080.0, ,10,10103.0,TRACT # 14703 LOT   31,6918.0, , ,BEECHLEY AVE, ,LONG BEACH CA,90805.0,20067303002046.0,33.87999875,-118.19373619999999,"(33.87999875, -118.1937362)"
90221-5124,unincorporated,7302026013.0,2006.0,2957.0,7302-026-013,16720 S CUZCO AVE  COMPTON CA  90221,SFR,0100,Residential,Single Family Residence, , ,1.0,1940.0,1944.0,1308.0,2.0,2.0,1.0,20051205.0,18102.0,1975.0,18995.0,1975,37097.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,37097.0,7000.0,30097.0, ,10,10160.0,TRACT # 12068 LOT   54,16720.0, ,S,CUZCO AVE, ,COMPTON CA,90221.0,20067302026013.0,33.88214901,-118.20371054,"(33.88214901, -118.20371054)"
90805-1335,LONG BEACH,7303002046.0,2010.0,5490.0,7303-002-046,6918 BEECHLEY AVE  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1972.0,1318.0,3.0,2.0,1.0,20080303.0,166000.0,2005.0,74000.0,2005,240000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,240000.0,7000.0,233000.0, ,10,10104.0,TRACT # 14703 LOT   31,6918.0, , ,BEECHLEY AVE, ,LONG BEACH CA,90805.0,20107303002046.0,33.87999875,-118.19373619999999,"(33.87999875, -118.1937362)"
90805-1345,LONG BEACH,7303002029.0,2015.0,5490.0,7303-002-029,6911 COACHELLA AVE  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1948.0,1014.0,3.0,1.0,1.0,19740321.0,16904.0,1975.0,34801.0,1975,51705.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,51705.0,7000.0,44705.0, ,10,10104.0,TRACT # 14703 LOT   13,6911.0, , ,COACHELLA AVE, ,LONG BEACH CA,90805.0,20157303002029.0,33.87986933,-118.19337131,"(33.87986933, -118.19337131)"
90805-1318,LONG BEACH,7303007042.0,2015.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,110620.0,2002.0,100696.0,2002,211316.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,211316.0,7000.0,204316.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20157303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2008.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,101219.0,2002.0,92138.0,2002,193357.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,193357.0,7000.0,186357.0, ,10,10103.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20087303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2011.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,103773.0,2002.0,94462.0,2002,198235.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,198235.0,7000.0,191235.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20117303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2007.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1965.0,1121.0,2.0,1.0,1.0,20020109.0,99235.0,2002.0,61900.0,2002,161135.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,161135.0,7000.0,154135.0, ,10,10103.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20077303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2012.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,105848.0,2002.0,96351.0,2002,202199.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,202199.0,7000.0,195199.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20127303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2010.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,102998.0,2002.0,93757.0,2002,196755.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,196755.0,7000.0,189755.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20107303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2006.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1965.0,1121.0,2.0,1.0,1.0,20020109.0,97290.0,2002.0,60687.0,2002,157977.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,157977.0,7000.0,150977.0, ,10,10103.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20067303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2013.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,107964.0,2002.0,98278.0,2002,206242.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,206242.0,7000.0,199242.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20137303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2014.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,108454.0,2002.0,98724.0,2002,207178.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,207178.0,7000.0,200178.0, ,10,10104.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20147303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1318,LONG BEACH,7303007042.0,2009.0,5490.0,7303-007-042,330 E HEATH LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1976.0,1521.0,3.0,1.0,1.0,20020109.0,103243.0,2002.0,93980.0,2002,197223.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,197223.0,7000.0,190223.0, ,10,10103.0,TRACT # 12075 VAC ST ADJ ON S AND EX OF ST LOT   61,330.0, ,E,HEATH LN, ,LONG BEACH CA,90805.0,20097303007042.0,33.87706471,-118.19560878,"(33.87706471, -118.19560878)"
90805-1220,LONG BEACH,7303013001.0,2012.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,98541.0,1997.0,79088.0,1997,177629.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,177629.0,7000.0,170629.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20127303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2007.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,92384.0,1997.0,74148.0,1997,166532.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,166532.0,7000.0,159532.0, ,10,10103.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20077303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2013.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,100511.0,1997.0,80669.0,1997,181180.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,181180.0,7000.0,174180.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20137303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2009.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,96115.0,1997.0,77142.0,1997,173257.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,173257.0,7000.0,166257.0, ,10,10103.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20097303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2006.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,90573.0,1997.0,72695.0,1997,163268.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,163268.0,7000.0,156268.0, ,10,10103.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20067303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2014.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,100967.0,1997.0,81035.0,1997,182002.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,182002.0,7000.0,175002.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20147303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2010.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,95887.0,1997.0,76959.0,1997,172846.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,172846.0,7000.0,165846.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20107303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2015.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,102984.0,1997.0,82654.0,1997,185638.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,185638.0,7000.0,178638.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20157303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2008.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,94231.0,1997.0,75630.0,1997,169861.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,169861.0,7000.0,162861.0, ,10,10103.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20087303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1220,LONG BEACH,7303013001.0,2011.0,5490.0,7303-013-001,200 E MARKER ST  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1951.0,1951.0,1365.0,3.0,1.0,1.0,19961127.0,96609.0,1997.0,77538.0,1997,174147.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,174147.0,7000.0,167147.0, ,10,10104.0,TR=6305*LOTS 1 AND LOT :  2 BLK    I,200.0, ,E,MARKER ST, ,LONG BEACH CA,90805.0,20117303013001.0,33.87491533,-118.20036289,"(33.87491533, -118.20036289)"
90805-1242,LONG BEACH,7303020006.0,2006.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,135126.0,2002.0,64859.0,2002,199985.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,199985.0,7000.0,192985.0, ,10,10103.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20067303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1242,LONG BEACH,7303020006.0,2007.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,137828.0,2002.0,66156.0,2002,203984.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,203984.0,7000.0,196984.0, ,10,10103.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20077303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1274,LONG BEACH,7303022022.0,2006.0,5490.0,7303-022-022,271 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1953.0,1959.0,1599.0,3.0,1.0,1.0,20050331.0,116329.0,1993.0,68882.0,1993,185211.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,185211.0,7000.0,178211.0, ,10,10103.0,TRACT # 6792 E 12.5 FT OF LOT 69 AND ALL OF LOT   70 BLK    9,271.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20067303022022.0,33.87875349,-118.19763557,"(33.87875349, -118.19763557)"
90805-1242,LONG BEACH,7303020006.0,2012.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,147014.0,2002.0,82559.0,2002,229573.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,229573.0,7000.0,222573.0, ,10,10104.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20127303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1274,LONG BEACH,7303022017.0,2015.0,5490.0,7303-022-017,253 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1949.0,787.0,2.0,1.0,1.0,19910701.0,138444.0,1992.0,23234.0,1992,161678.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,161678.0,0.0,161678.0, ,10,10104.0,TRACT # 6792 LOT   62 BLK    9,253.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20157303022017.0,33.87874946,-118.19826979,"(33.87874946, -118.19826979)"
90805-1240,LONG BEACH,7303023012.0,2010.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,19990205.0,88655.0,1999.0,75294.0,1999,163949.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,163949.0,0.0,163949.0, ,10,10104.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20107303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
90805-1274,LONG BEACH,7303022017.0,2011.0,5490.0,7303-022-017,253 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1949.0,787.0,2.0,1.0,1.0,19910701.0,129874.0,1992.0,21798.0,1992,151672.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,151672.0,0.0,151672.0, ,10,10104.0,TRACT # 6792 LOT   62 BLK    9,253.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20117303022017.0,33.87874946,-118.19826979,"(33.87874946, -118.19826979)"
90805-1240,LONG BEACH,7303023012.0,2015.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,20110812.0,157078.0,2012.0,135549.0,2012,292627.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,292627.0,0.0,292627.0, ,10,10104.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20157303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
90805-1274,LONG BEACH,7303022022.0,2010.0,5490.0,7303-022-022,271 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1953.0,1959.0,1599.0,3.0,1.0,1.0,20050331.0,123155.0,1993.0,72923.0,1993,196078.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,196078.0,7000.0,189078.0, ,10,10104.0,TRACT # 6792 E 12.5 FT OF LOT 69 AND ALL OF LOT   70 BLK    9,271.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20107303022022.0,33.87875349,-118.19763557,"(33.87875349, -118.19763557)"
90805-1242,LONG BEACH,7303020006.0,2008.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,140584.0,2002.0,67479.0,2002,208063.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,208063.0,7000.0,201063.0, ,10,10103.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20087303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1242,LONG BEACH,7303020006.0,2013.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,149954.0,2002.0,84210.0,2002,234164.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,234164.0,7000.0,227164.0, ,10,10104.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20137303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1274,LONG BEACH,7303022017.0,2014.0,5490.0,7303-022-017,253 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1949.0,787.0,2.0,1.0,1.0,19910701.0,135733.0,1992.0,22779.0,1992,158512.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,158512.0,0.0,158512.0, ,10,10104.0,TRACT # 6792 LOT   62 BLK    9,253.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20147303022017.0,33.87874946,-118.19826979,"(33.87874946, -118.19826979)"
90805-1240,LONG BEACH,7303023012.0,2006.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,19990205.0,83742.0,1999.0,71122.0,1999,154864.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,154864.0,0.0,154864.0, ,10,10103.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20067303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
90805-1240,LONG BEACH,7303023012.0,2011.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,20101013.0,175000.0,2011.0,89000.0,2011,264000.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,264000.0,0.0,264000.0, ,10,10104.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20117303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
90805-1274,LONG BEACH,7303022022.0,2009.0,5490.0,7303-022-022,271 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1953.0,1959.0,1599.0,3.0,1.0,1.0,20050331.0,123448.0,1993.0,73097.0,1993,196545.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,196545.0,7000.0,189545.0, ,10,10103.0,TRACT # 6792 E 12.5 FT OF LOT 69 AND ALL OF LOT   70 BLK    9,271.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20097303022022.0,33.87875349,-118.19763557,"(33.87875349, -118.19763557)"
90805-1274,LONG BEACH,7303022017.0,2010.0,5490.0,7303-022-017,253 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1948.0,1949.0,787.0,2.0,1.0,1.0,19910701.0,128904.0,1992.0,21636.0,1992,150540.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,150540.0,0.0,150540.0, ,10,10104.0,TRACT # 6792 LOT   62 BLK    9,253.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20107303022017.0,33.87874946,-118.19826979,"(33.87874946, -118.19826979)"
90805-1274,LONG BEACH,7303022022.0,2013.0,5490.0,7303-022-022,271 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1953.0,1959.0,1599.0,3.0,1.0,1.0,20050331.0,129094.0,1993.0,76439.0,1993,205533.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,205533.0,7000.0,198533.0, ,10,10104.0,TRACT # 6792 E 12.5 FT OF LOT 69 AND ALL OF LOT   70 BLK    9,271.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20137303022022.0,33.87875349,-118.19763557,"(33.87875349, -118.19763557)"
90805-1274,LONG BEACH,7303022022.0,2014.0,5490.0,7303-022-022,271 E 68TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1953.0,1959.0,1599.0,3.0,1.0,1.0,20050331.0,129680.0,1993.0,76786.0,1993,206466.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,206466.0,7000.0,199466.0, ,10,10104.0,TRACT # 6792 E 12.5 FT OF LOT 69 AND ALL OF LOT   70 BLK    9,271.0, ,E,68TH WAY, ,LONG BEACH CA,90805.0,20147303022022.0,33.87875349,-118.19763557,"(33.87875349, -118.19763557)"
90805-1240,LONG BEACH,7303023012.0,2014.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,20110812.0,154002.0,2012.0,132894.0,2012,286896.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,286896.0,0.0,286896.0, ,10,10104.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20147303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
90805-1242,LONG BEACH,7303020006.0,2009.0,5490.0,7303-020-006,276 E ELEANOR LN  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1939.0,1949.0,1157.0,3.0,2.0,1.0,20020212.0,143395.0,2002.0,68828.0,2002,212223.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,212223.0,7000.0,205223.0, ,10,10103.0,TRACT # 12075 EX OF ST LOT    5,276.0, ,E,ELEANOR LN, ,LONG BEACH CA,90805.0,20097303020006.0,33.8779102,-118.19762726,"(33.8779102, -118.19762726)"
90805-1240,LONG BEACH,7303023012.0,2007.0,5490.0,7303-023-012,238 E 69TH WAY  LONG BEACH CA  90805,SFR,0100,Residential,Single Family Residence, , ,1.0,1947.0,1948.0,1285.0,3.0,2.0,1.0,19990205.0,85416.0,1999.0,72544.0,1999,157960.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,157960.0,0.0,157960.0, ,10,10103.0,TRACT # 6792 LOTS 19 AND LOT   20 BLK    6,238.0, ,E,69TH WAY, ,LONG BEACH CA,90805.0,20077303023012.0,33.87991631,-118.19889113,"(33.87991631, -118.19889113)"
